basename,max_tensor_diff,mean_tensor_diff,max_prob_diff,argmax_tf,argmax_pil,argmax_nb04,agree_pil_tf,agree_pil_nb04
PublicTest_17487264.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_17560953.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_17598880.jpg,0.0,0.0,0.0,5,5,5,1,1
PublicTest_17614009.jpg,0.0,0.0,0.0,3,3,3,1,1
PublicTest_17954875.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_17986076.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_18058366.jpg,0.0,0.0,0.0,5,5,5,1,1
PublicTest_18063934.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_18087247.jpg,0.0,0.0,0.0,4,4,4,1,1
PublicTest_18131739.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_18274972.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_18401679.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_18467095.jpg,0.0,0.0,0.0,5,5,5,1,1
PublicTest_18471170.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_18490757.jpg,0.0,0.0,0.0,3,3,3,1,1
PublicTest_18509921.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_18682426.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_18770630.jpg,0.0,0.0,0.0,5,5,5,1,1
PublicTest_19183266.jpg,0.0,0.0,0.0,2,2,2,1,1
PublicTest_19319090.jpg,0.0,0.0,0.0,6,6,6,1,1
PublicTest_19679720.jpg,0.0,0.0,0.0,5,5,5,1,1
PublicTest_1990985.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_20045813.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_20725544.jpg,0.0,0.0,0.0,3,3,3,1,1
PublicTest_20761396.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_20874883.jpg,0.0,0.0,0.0,2,2,2,1,1
PublicTest_21110779.jpg,0.0,0.0,0.0,2,2,2,1,1
PublicTest_21226976.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_21334851.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_21498023.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_22161894.jpg,0.0,0.0,0.0,5,5,5,1,1
PublicTest_22423869.jpg,0.0,0.0,0.0,2,2,2,1,1
PublicTest_22516549.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_22869801.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_23643566.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_2392824.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_23991674.jpg,0.0,0.0,0.0,3,3,3,1,1
PublicTest_24150762.jpg,0.0,0.0,0.0,3,3,3,1,1
PublicTest_24586863.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_24668305.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_2489773.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_24929049.jpg,0.0,0.0,0.0,2,2,2,1,1
PublicTest_25092940.jpg,0.0,0.0,0.0,4,4,4,1,1
PublicTest_25391358.jpg,0.0,0.0,0.0,4,4,4,1,1
PublicTest_25439815.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_25544065.jpg,0.0,0.0,0.0,5,5,5,1,1
PublicTest_25592242.jpg,0.0,0.0,0.0,3,3,3,1,1
PublicTest_26045537.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_26506006.jpg,0.0,0.0,0.0,4,4,4,1,1
PublicTest_26532100.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_27052118.jpg,0.0,0.0,0.0,2,2,2,1,1
PublicTest_27220144.jpg,0.0,0.0,0.0,6,6,6,1,1
PublicTest_27236898.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_27318961.jpg,0.0,0.0,0.0,5,5,5,1,1
PublicTest_27364438.jpg,0.0,0.0,0.0,2,2,2,1,1
PublicTest_27793599.jpg,0.0,0.0,0.0,4,4,4,1,1
PublicTest_28052854.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_28086839.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_28247215.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_28415725.jpg,0.0,0.0,0.0,4,4,4,1,1
PublicTest_28628397.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_28848742.jpg,0.0,0.0,0.0,6,6,6,1,1
PublicTest_28963544.jpg,0.0,0.0,0.0,4,4,4,1,1
PublicTest_29103816.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_29284838.jpg,0.0,0.0,0.0,6,6,6,1,1
PublicTest_29353330.jpg,0.0,0.0,0.0,4,4,4,1,1
PublicTest_30068238.jpg,0.0,0.0,0.0,3,3,3,1,1
PublicTest_30767380.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_30869042.jpg,0.0,0.0,0.0,4,4,4,1,1
PublicTest_31058193.jpg,0.0,0.0,0.0,5,5,5,1,1
PublicTest_31362928.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_31588880.jpg,0.0,0.0,0.0,2,2,2,1,1
PublicTest_3168890.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_31947340.jpg,0.0,0.0,0.0,5,5,5,1,1
PublicTest_3218764.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_32429079.jpg,0.0,0.0,0.0,4,4,4,1,1
PublicTest_32720867.jpg,0.0,0.0,0.0,3,3,3,1,1
PublicTest_33049665.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_33298870.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_33361245.jpg,0.0,0.0,0.0,5,5,5,1,1
PublicTest_3344932.jpg,0.0,0.0,0.0,4,4,4,1,1
PublicTest_335516.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_33629438.jpg,0.0,0.0,0.0,5,5,5,1,1
PublicTest_33939155.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_34883128.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_34922989.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_35775434.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_3620949.jpg,0.0,0.0,0.0,5,5,5,1,1
PublicTest_3627549.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_3636907.jpg,0.0,0.0,0.0,5,5,5,1,1
PublicTest_36373260.jpg,0.0,0.0,0.0,2,2,2,1,1
PublicTest_3641062.jpg,0.0,0.0,0.0,2,2,2,1,1
PublicTest_3641536.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_36631182.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_36659344.jpg,0.0,0.0,0.0,2,2,2,1,1
PublicTest_36696281.jpg,0.0,0.0,0.0,2,2,2,1,1
PublicTest_36836824.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_36902661.jpg,0.0,0.0,0.0,4,4,4,1,1
PublicTest_3709326.jpg,0.0,0.0,0.0,3,3,3,1,1
PublicTest_37316865.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_37905989.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_37985095.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_37985773.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_38165746.jpg,0.0,0.0,0.0,2,2,2,1,1
PublicTest_38216771.jpg,0.0,0.0,0.0,5,5,5,1,1
PublicTest_39092344.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_39135751.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_40202990.jpg,0.0,0.0,0.0,5,5,5,1,1
PublicTest_40341899.jpg,0.0,0.0,0.0,5,5,5,1,1
PublicTest_40690128.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_40811515.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_40824482.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_4105485.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_41416509.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_4237118.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_4263322.jpg,0.0,0.0,0.0,5,5,5,1,1
PublicTest_42826491.jpg,0.0,0.0,0.0,2,2,2,1,1
PublicTest_43169549.jpg,0.0,0.0,0.0,4,4,4,1,1
PublicTest_43316380.jpg,0.0,0.0,0.0,3,3,3,1,1
PublicTest_43332731.jpg,0.0,0.0,0.0,2,2,2,1,1
PublicTest_43360747.jpg,0.0,0.0,0.0,5,5,5,1,1
PublicTest_4379266.jpg,0.0,0.0,0.0,5,5,5,1,1
PublicTest_43895652.jpg,0.0,0.0,0.0,3,3,3,1,1
PublicTest_44022516.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_44184063.jpg,0.0,0.0,0.0,5,5,5,1,1
PublicTest_44227970.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_44679916.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_4496845.jpg,0.0,0.0,0.0,2,2,2,1,1
PublicTest_45792830.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_46181567.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_46533021.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_46653575.jpg,0.0,0.0,0.0,2,2,2,1,1
PublicTest_46931060.jpg,0.0,0.0,0.0,2,2,2,1,1
PublicTest_47189506.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_47244745.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_47374366.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_47434180.jpg,0.0,0.0,0.0,3,3,3,1,1
PublicTest_47452496.jpg,0.0,0.0,0.0,5,5,5,1,1
PublicTest_47495579.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_47601588.jpg,0.0,0.0,0.0,3,3,3,1,1
PublicTest_47760796.jpg,0.0,0.0,0.0,6,6,6,1,1
PublicTest_47804687.jpg,0.0,0.0,0.0,4,4,4,1,1
PublicTest_47886319.jpg,0.0,0.0,0.0,2,2,2,1,1
PublicTest_47890853.jpg,0.0,0.0,0.0,3,3,3,1,1
PublicTest_47997171.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_48036150.jpg,0.0,0.0,0.0,4,4,4,1,1
PublicTest_48156348.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_4822332.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_48232878.jpg,0.0,0.0,0.0,2,2,2,1,1
PublicTest_48371269.jpg,0.0,0.0,0.0,5,5,5,1,1
PublicTest_48413488.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_48428562.jpg,0.0,0.0,0.0,2,2,2,1,1
PublicTest_48511728.jpg,0.0,0.0,0.0,5,5,5,1,1
PublicTest_48512363.jpg,0.0,0.0,0.0,3,3,3,1,1
PublicTest_48714314.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_49008517.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_49162234.jpg,0.0,0.0,0.0,2,2,2,1,1
PublicTest_49264937.jpg,0.0,0.0,0.0,4,4,4,1,1
PublicTest_49302808.jpg,0.0,0.0,0.0,4,4,4,1,1
PublicTest_49352382.jpg,0.0,0.0,0.0,4,4,4,1,1
PublicTest_49408064.jpg,0.0,0.0,0.0,3,3,3,1,1
PublicTest_49591430.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_497151.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_49898176.jpg,0.0,0.0,0.0,5,5,5,1,1
PublicTest_49962615.jpg,0.0,0.0,0.0,2,2,2,1,1
PublicTest_50259008.jpg,0.0,0.0,0.0,5,5,5,1,1
PublicTest_50664677.jpg,0.0,0.0,0.0,4,4,4,1,1
PublicTest_50685895.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_50984559.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_51044199.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_51080774.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_51099854.jpg,0.0,0.0,0.0,4,4,4,1,1
PublicTest_51144645.jpg,0.0,0.0,0.0,5,5,5,1,1
PublicTest_5177911.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_52070065.jpg,0.0,0.0,0.0,5,5,5,1,1
PublicTest_52439734.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_5251552.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_52681031.jpg,0.0,0.0,0.0,6,6,6,1,1
PublicTest_52706232.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_52739184.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_53367661.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_53480653.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_53519543.jpg,0.0,0.0,0.0,4,4,4,1,1
PublicTest_54144300.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_54146920.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_54462619.jpg,0.0,0.0,0.0,4,4,4,1,1
PublicTest_5460494.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_54630431.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_5507504.jpg,0.0,0.0,0.0,2,2,2,1,1
PublicTest_55079248.jpg,0.0,0.0,0.0,5,5,5,1,1
PublicTest_55124186.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_55350348.jpg,0.0,0.0,0.0,6,6,6,1,1
PublicTest_5543497.jpg,0.0,0.0,0.0,3,3,3,1,1
PublicTest_55992288.jpg,0.0,0.0,0.0,3,3,3,1,1
PublicTest_56592933.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_56981414.jpg,0.0,0.0,0.0,3,3,3,1,1
PublicTest_57154065.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_57157029.jpg,0.0,0.0,0.0,5,5,5,1,1
PublicTest_57272892.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_57438507.jpg,0.0,0.0,0.0,2,2,2,1,1
PublicTest_5767290.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_57865005.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_57918595.jpg,0.0,0.0,0.0,2,2,2,1,1
PublicTest_58554610.jpg,0.0,0.0,0.0,4,4,4,1,1
PublicTest_59161828.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_59544229.jpg,0.0,0.0,0.0,2,2,2,1,1
PublicTest_59547782.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_59592636.jpg,0.0,0.0,0.0,3,3,3,1,1
PublicTest_5964952.jpg,0.0,0.0,0.0,2,2,2,1,1
PublicTest_59731058.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_59816405.jpg,0.0,0.0,0.0,2,2,2,1,1
PublicTest_60180640.jpg,0.0,0.0,0.0,2,2,2,1,1
PublicTest_60260657.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_60947451.jpg,0.0,0.0,0.0,5,5,5,1,1
PublicTest_61158536.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_61780409.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_62090392.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_62236593.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_62277373.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_62838727.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_62957329.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_63017102.jpg,0.0,0.0,0.0,3,3,3,1,1
PublicTest_63119077.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_63607791.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_63705954.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_63745951.jpg,0.0,0.0,0.0,4,4,4,1,1
PublicTest_6385751.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_63906265.jpg,0.0,0.0,0.0,5,5,5,1,1
PublicTest_64029710.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_64033113.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_64680248.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_64803509.jpg,0.0,0.0,0.0,5,5,5,1,1
PublicTest_65017594.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_65021363.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_6510637.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_65239729.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_65455995.jpg,0.0,0.0,0.0,2,2,2,1,1
PublicTest_65465298.jpg,0.0,0.0,0.0,6,6,6,1,1
PublicTest_65467730.jpg,0.0,0.0,0.0,4,4,4,1,1
PublicTest_65689063.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_65705281.jpg,0.0,0.0,0.0,5,5,5,1,1
PublicTest_65820617.jpg,0.0,0.0,0.0,4,4,4,1,1
PublicTest_65825726.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_65942726.jpg,0.0,0.0,0.0,3,3,3,1,1
PublicTest_66091352.jpg,0.0,0.0,0.0,3,3,3,1,1
PublicTest_66344219.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_66439360.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_66950868.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_66951145.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_66956737.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_67037873.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_67087752.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_67146017.jpg,0.0,0.0,0.0,5,5,5,1,1
PublicTest_67194596.jpg,0.0,0.0,0.0,6,6,6,1,1
PublicTest_67411006.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_67751726.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_68635331.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_68682113.jpg,0.0,0.0,0.0,5,5,5,1,1
PublicTest_68853210.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_69095122.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_69123222.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_69194031.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_69709353.jpg,0.0,0.0,0.0,3,3,3,1,1
PublicTest_6998820.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_70071887.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_70126767.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_70289097.jpg,0.0,0.0,0.0,5,5,5,1,1
PublicTest_70470561.jpg,0.0,0.0,0.0,3,3,3,1,1
PublicTest_70604594.jpg,0.0,0.0,0.0,3,3,3,1,1
PublicTest_7070524.jpg,0.0,0.0,0.0,4,4,4,1,1
PublicTest_71123225.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_71211063.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_7122302.jpg,0.0,0.0,0.0,2,2,2,1,1
PublicTest_71394422.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_71571526.jpg,0.0,0.0,0.0,4,4,4,1,1
PublicTest_71579768.jpg,0.0,0.0,0.0,2,2,2,1,1
PublicTest_71685219.jpg,0.0,0.0,0.0,6,6,6,1,1
PublicTest_73301522.jpg,0.0,0.0,0.0,4,4,4,1,1
PublicTest_7340890.jpg,0.0,0.0,0.0,5,5,5,1,1
PublicTest_74012583.jpg,0.0,0.0,0.0,5,5,5,1,1
PublicTest_74133311.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_74209270.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_74238112.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_74346734.jpg,0.0,0.0,0.0,5,5,5,1,1
PublicTest_74458895.jpg,0.0,0.0,0.0,1,1,1,1,1
PublicTest_74470272.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_74656440.jpg,0.0,0.0,0.0,5,5,5,1,1
PublicTest_74837119.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_75015949.jpg,0.0,0.0,0.0,5,5,5,1,1
PublicTest_75170399.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_75454944.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_75909699.jpg,0.0,0.0,0.0,5,5,5,1,1
PublicTest_76008995.jpg,0.0,0.0,0.0,6,6,6,1,1
PublicTest_76439875.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_76875834.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_77035165.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_77142981.jpg,0.0,0.0,0.0,2,2,2,1,1
PublicTest_77172367.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_77327770.jpg,0.0,0.0,0.0,4,4,4,1,1
PublicTest_77938889.jpg,0.0,0.0,0.0,4,4,4,1,1
PublicTest_77968706.jpg,0.0,0.0,0.0,2,2,2,1,1
PublicTest_78493974.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_78810808.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_78990391.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_7905606.jpg,0.0,0.0,0.0,5,5,5,1,1
PublicTest_79109976.jpg,0.0,0.0,0.0,4,4,4,1,1
PublicTest_79434516.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_79434954.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_79575934.jpg,0.0,0.0,0.0,2,2,2,1,1
PublicTest_79773769.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_79811245.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_79854224.jpg,0.0,0.0,0.0,4,4,4,1,1
PublicTest_79887521.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_79892729.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_80242801.jpg,0.0,0.0,0.0,2,2,2,1,1
PublicTest_80355968.jpg,0.0,0.0,0.0,3,3,3,1,1
PublicTest_80419054.jpg,0.0,0.0,0.0,3,3,3,1,1
PublicTest_80585398.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_80685818.jpg,0.0,0.0,0.0,4,4,4,1,1
PublicTest_80741744.jpg,0.0,0.0,0.0,5,5,5,1,1
PublicTest_80832037.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_80884345.jpg,0.0,0.0,0.0,3,3,3,1,1
PublicTest_81327668.jpg,0.0,0.0,0.0,5,5,5,1,1
PublicTest_81570893.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_81632115.jpg,0.0,0.0,0.0,5,5,5,1,1
PublicTest_81742978.jpg,0.0,0.0,0.0,4,4,4,1,1
PublicTest_81843401.jpg,0.0,0.0,0.0,4,4,4,1,1
PublicTest_82002612.jpg,0.0,0.0,0.0,4,4,4,1,1
PublicTest_82116704.jpg,0.0,0.0,0.0,4,4,4,1,1
PublicTest_82685854.jpg,0.0,0.0,0.0,2,2,2,1,1
PublicTest_82700651.jpg,0.0,0.0,0.0,3,3,3,1,1
PublicTest_83042442.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_83372303.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_83776498.jpg,0.0,0.0,0.0,4,4,4,1,1
PublicTest_84016544.jpg,0.0,0.0,0.0,2,2,2,1,1
PublicTest_8403145.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_84366.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_84522114.jpg,0.0,0.0,0.0,3,3,3,1,1
PublicTest_84812303.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_84889722.jpg,0.0,0.0,0.0,3,3,3,1,1
PublicTest_85354228.jpg,0.0,0.0,0.0,1,1,1,1,1
PublicTest_85454471.jpg,0.0,0.0,0.0,2,2,2,1,1
PublicTest_85586711.jpg,0.0,0.0,0.0,5,5,5,1,1
PublicTest_85640402.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_8568840.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_8608284.jpg,0.0,0.0,0.0,2,2,2,1,1
PublicTest_86413860.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_86533062.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_8668068.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_86863879.jpg,0.0,0.0,0.0,4,4,4,1,1
PublicTest_87312658.jpg,0.0,0.0,0.0,0,0,0,1,1
PublicTest_87391496.jpg,0.0,0.0,0.0,0,0,0,1,1
